source,title,summary,link,published,fetched_at,sent_compound,sent_pos,sent_neu,sent_neg,sent_label,topic
Times of India,Why Sean Strickland was banned from UFC Freedom 250 at the White House,Sean Strickland has finally addressed the growing controversy surrounding his absence from UFC Freedom 250. the historic event scheduled to take place on the grounds of the White House. The UFC middleweight champion took to social media to explain why he believes he was unable to attend the event. His comments came after days of speculation from fans and media members who questioned why one of the promotion’s biggest stars would not be present for such a landmark occasion.,https://timesofindia.indiatimes.com/sports/international-sports/sean-strickland-reveals-real-reason-why-he-was-banned-for-ufc-freedom-250-at-the-white-house/articleshow/131681714.cms,2026-06-12 10:29:28+00:00,2026-06-12 13:18:11.148707+00:00,0.296,0.231,0.604,0.165,positive,General
Times of India,'Approach EC': SC rejects Congress leader Meenakshi's plea against rejection of RS nomination,,https://timesofindia.indiatimes.com/india/election-commission-only-remedy-sc-dismisses-meenakshi-natarajans-plea-against-rejection-of-rajya-sabha-nomination/articleshow/131677177.cms,2026-06-12 07:33:40+00:00,2026-06-12 13:18:11.148707+00:00,-0.7717,0.0,0.621,0.379,negative,Politics
Times of India,US diplomat summoned again: MEA strongly protests attacks on ships with Indians on board,,https://timesofindia.indiatimes.com/india/us-diplomat-summoned-again-mea-lodges-protest-against-attacks-on-ships-in-hormuz-with-indians-on-board/articleshow/131679711.cms,2026-06-12 09:11:24+00:00,2026-06-12 13:18:11.148707+00:00,-0.4019,0.117,0.615,0.268,negative,Politics
Times of India,Big boost for artillery: Army likely to order 300 more K9 Vajra SPGs,,https://timesofindia.indiatimes.com/defence/news/big-boost-for-artillery-army-likely-to-order-300-more-k9-vajra-spgs/articleshow/131681246.cms,2026-06-12 10:08:19+00:00,2026-06-12 13:18:11.148707+00:00,0.4019,0.184,0.816,0.0,positive,General
Times of India,'They do it when it suits them': Jaishankar on US tariffs and shifting stance on Russian oil,"Jaishankar criticized Western nations' double standards on sanctions, particularly regarding India's purchase of Russian oil. He highlighted that the US itself encouraged India to buy Russian crude to stabilize global markets, emphasizing India's decisions are driven by affordability and availability, not geopolitics. Jaishankar pointed out the inconsistent application of sanctions, urging a pragmatic approach.",https://timesofindia.indiatimes.com/india/they-do-it-when-it-suits-them-jaishankar-on-us-tariffs-and-shifting-stance-on-russian-oil/articleshow/131676484.cms,2026-06-12 06:53:59+00:00,2026-06-12 13:18:11.148707+00:00,0.0,0.0,1.0,0.0,neutral,General
Times of India,"'Traitors need to resign, fight on BJP ticket': Mahua Moitra's challenge to 19 rebel TMC MPs",,https://timesofindia.indiatimes.com/india/traitors-need-to-resign-fight-on-bjp-ticket-mahua-moitras-challenge-to-19-rebel-tmc-mps/articleshow/131679232.cms,2026-06-12 09:04:34+00:00,2026-06-12 13:18:11.148707+00:00,-0.6486,0.065,0.603,0.332,negative,Conflict & War
Times of India,SpaceX IPO: Should Indian investors buy the stock that is set to make Elon Musk a trillionaire?,"At the IPO price of $135 a share, SpaceX commands a market valuation of around $1.75 trillion, placing it among the most valuable publicly traded companies globally despite not yet turning profitable.",https://timesofindia.indiatimes.com/business/india-business/spacex-listing-should-indian-investors-buy-the-stock-that-is-set-to-make-elon-musk-a-trillionaire/articleshow/131677840.cms,2026-06-12 07:50:40+00:00,2026-06-12 13:18:11.148707+00:00,0.0,0.0,1.0,0.0,neutral,Business
Times of India,"Ex-soldier survives bike crash, dies after wife and lover poison saline for Rs 2cr insurance","Belagavi police have cracked the suspicious death of ex-serviceman Sandeep Manjaragi, who died in hospital after a minor bike accident. His wife, Suma, and her lover, Pundalik Dombar, allegedly conspired to murder him, fearing his recovery would expose their affair and jeopardize his Rs 2 crore insurance payout. Hospital staff are also suspected of involvement.",https://timesofindia.indiatimes.com/city/bengaluru/wife-lover-eyeing-rs-2cr-insurance-kill-ex-serviceman-in-bengaluru-police-say-hospital-lab-staff-fed-him-pesticide-through-saline/articleshow/131674081.cms,2026-06-12 05:01:20+00:00,2026-06-12 13:18:11.148707+00:00,-0.34,0.173,0.545,0.282,negative,General
Times of India,'People climbed down using sarees': Moments from Delhi apartment fire that killed mother & 2 kids,"A devastating fire ripped through a five-storey building in Govindpuri, Delhi, early Friday, claiming three lives and critically injuring two. Trapped residents made desperate escapes using sarees from windows as flames and thick smoke engulfed the structure. The blaze, suspected to be an electrical short circuit, gutted the building and parked two-wheelers.",https://timesofindia.indiatimes.com/city/delhi/people-climbed-down-using-sarees-horror-moments-from-blaze-in-delhi-apartment-that-killed-mother-and-two-kids/articleshow/131678479.cms,2026-06-12 08:06:16+00:00,2026-06-12 13:18:11.148707+00:00,-0.7845,0.0,0.67,0.33,negative,Conflict & War
Times of India,"Salman Khan moves to Delhi HC for stay on 'Kala Hiran', teaser dropped","Salman Khan has approached the Delhi High Court seeking an urgent stay on the film 'Kala Hiran: Battle for Legacy', alleging infringement of his personality rights. He claims the movie uses a lookalike, his iconic bracelet, and leverages his name for promotion, potentially damaging his image and influencing ongoing legal proceedings related to the 1998 blackbuck case.",https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/salman-khan-moves-to-delhi-high-court-for-an-immediate-stay-on-kala-hiran-as-the-makers-drop-the-films-teaser-report/articleshow/131678744.cms,2026-06-12 08:23:22+00:00,2026-06-12 13:18:11.148707+00:00,-0.25,0.0,0.857,0.143,negative,General
Times of India,Mehidy Hasan Miraz rushed to hospital after Bangladesh's series win over Australia,"Bangladesh captain Mehidy Hasan Miraz was hospitalised for observation after suffering a concussion from a Riley Meredith bouncer during the team's historic ODI series win over Australia. Despite the blow and subsequent discomfort, Miraz bravely continued to play, guiding Bangladesh to a memorable victory with an unbeaten 22.",https://timesofindia.indiatimes.com/sports/cricket/news/mehidy-hasan-miraz-rushed-to-hospital-after-heroic-knock-seals-bangladeshs-historic-series-win-over-australia/articleshow/131678472.cms,2026-06-12 08:04:48+00:00,2026-06-12 13:18:11.148707+00:00,0.5859,0.257,0.743,0.0,positive,Health
Times of India,The deal that could reopen Strait of Hormuz: What Trump and Iran are negotiating,,https://timesofindia.indiatimes.com/world/middle-east/the-deal-that-could-reopen-strait-of-hormuz-what-trump-and-iran-are-negotiating/articleshow/131675835.cms,2026-06-12 07:37:51+00:00,2026-06-12 13:18:11.148707+00:00,0.0,0.0,1.0,0.0,neutral,Politics
Times of India,Cricket Ireland issues statement amid Belfast unrest ahead of India T20Is,"Cricket Ireland is closely monitoring the unrest in Belfast ahead of India's T20I series, scheduled for June 26 and 28. While domestic matches are being reviewed, the board assures that player and fan safety is paramount. The series marks a new chapter for India's T20 side, potentially featuring a historic debut for young Vaibhav Sooryavanshi.",https://timesofindia.indiatimes.com/sports/cricket/news/cricket-ireland-issues-statement-amid-belfast-unrest-ahead-of-high-profile-india-t20is/articleshow/131675924.cms,2026-06-12 06:19:34+00:00,2026-06-12 13:18:11.148707+00:00,0.0,0.0,1.0,0.0,neutral,Sports
Times of India,Is your landlord asking a hefty security deposit? Here's how much they can legally charge,,https://timesofindia.indiatimes.com/real-estate/news/is-your-landlord-asking-a-hefty-security-deposit-heres-how-much-they-can-legally-charge/articleshow/131678083.cms,2026-06-12 08:04:31+00:00,2026-06-12 13:18:11.148707+00:00,0.4215,0.226,0.774,0.0,positive,General
Al Jazeera,Renowned British artist David Hockney dies aged 88,Hockney is considered an influential and defining figure in 20th and 21st century contemporary painting.,https://www.aljazeera.com/news/2026/6/12/renowned-british-artist-david-hockney-dies-aged-88?traffic_source=rss,2026-06-12 12:19:54+00:00,2026-06-12 13:18:11.479449+00:00,0.0,0.0,1.0,0.0,neutral,General
Al Jazeera,Thai Princess Bajrakitiyabha dies after years in coma,"Thailand is mourning Princess Bajrakitiyabha, the king's eldest child and potential heir, who died at 47.",https://www.aljazeera.com/video/newsfeed/2026/6/12/thai-princess-bajrakitiyabha-dies-after-years-in-coma?traffic_source=rss,2026-06-12 12:15:06+00:00,2026-06-12 13:18:11.479449+00:00,0.0,0.0,1.0,0.0,neutral,General
Al Jazeera,Violence escalates in Israel amid ultra-Orthodox military draft protests,"The struggle over military service is stoking protests, threatening Israel's coalition and reshaping political debate.",https://www.aljazeera.com/news/2026/6/12/violence-escalates-in-israel-amid-ultra-orthodox-military-draft-protests?traffic_source=rss,2026-06-12 12:08:33+00:00,2026-06-12 13:18:11.479449+00:00,-0.7184,0.0,0.538,0.462,negative,Conflict & War
Al Jazeera,"One injured as Israel hits southern Lebanon with air raids, artillery",The attacks come as Iranian media reports that a draft peace deal with the US would include ending the war in Lebanon.,https://www.aljazeera.com/news/2026/6/12/one-injured-as-israel-hits-southern-lebanon-with-air-raids-artillery?traffic_source=rss,2026-06-12 12:02:56+00:00,2026-06-12 13:18:11.479449+00:00,-0.4019,0.0,0.787,0.213,negative,Conflict & War
Al Jazeera,A year after Air India crash killed 260: Do we know what happened?,Families of victims still await a final report about the Boeing 787 Dreamliner that crashed in Ahmedabad last year.,https://www.aljazeera.com/news/2026/6/12/a-year-after-air-india-crash-killed-260-do-we-know-what-happened?traffic_source=rss,2026-06-12 11:32:18+00:00,2026-06-12 13:18:11.479449+00:00,-0.802,0.0,0.604,0.396,negative,Conflict & War
Al Jazeera,France-Germany jet plans crash: Can Europe end reliance on US for security?,"Despite the collapse of European fighter jet venture, there is optimism about the future of Europe's strategic autonomy.",https://www.aljazeera.com/features/2026/6/12/france-germany-jet-plans-crash-can-europe-ever-end-us-security-reliance?traffic_source=rss,2026-06-12 11:30:40+00:00,2026-06-12 13:18:11.479449+00:00,-0.0772,0.159,0.662,0.179,negative,General
Al Jazeera,"Nigeria killed more than 13,000 ‘terrorists’ in past year, president says",President Tinubu takes victorious tone despite recent mass kidnappings by armed groups across the country.,https://www.aljazeera.com/news/2026/6/12/nigeria-killed-more-than-13000-terrorists-in-past-year-president-says?traffic_source=rss,2026-06-12 11:11:47+00:00,2026-06-12 13:18:11.479449+00:00,-0.6705,0.0,0.69,0.31,negative,Politics
Al Jazeera,"Riots, violence, hate: Anti-immigrant unrest spells danger in Belfast",Crowds exploiting a knife attack are inflicting terror on Northern Ireland's ethnic minority communities.,https://www.aljazeera.com/news/2026/6/12/riots-violence-hate-anti-immigrant-unrest-spells-danger-in-belfast?traffic_source=rss,2026-06-12 10:43:15+00:00,2026-06-12 13:18:11.479449+00:00,-0.9382,0.0,0.256,0.744,negative,General
Al Jazeera,New Zealand great Kane Williamson retires from international cricket,New Zealand's most prolific run-scorer and arguably greatest-ever batsman announces immediate retirement.,https://www.aljazeera.com/sports/2026/6/12/new-zealand-great-kane-williamson-retires-from-international-cricket?traffic_source=rss,2026-06-12 10:36:49+00:00,2026-06-12 13:18:11.479449+00:00,0.6249,0.339,0.661,0.0,positive,Sports
Al Jazeera,Iraq’s paramilitary groups say they will disarm. Will that ever happen?,Powerful Shia leader Muqtada al-Sadr among those who say their groups will integrate into the state.,https://www.aljazeera.com/news/2026/6/12/iraq-analysis-militias-disarm?traffic_source=rss,2026-06-12 09:55:11+00:00,2026-06-12 13:18:11.479449+00:00,0.0,0.0,1.0,0.0,neutral,General
Al Jazeera,Family mourn Indian sailor killed in US strike on oil tanker,The wife and family of an Indian sailor killed in a US strike on a tanker off Oman this week have gathered in mourning.,https://www.aljazeera.com/video/newsfeed/2026/6/12/family-mourn-indian-sailor-killed-in-us-strike-on-oil-tanker?traffic_source=rss,2026-06-12 09:51:11+00:00,2026-06-12 13:18:11.479449+00:00,-0.8316,0.0,0.476,0.524,negative,Conflict & War
Al Jazeera,‘Torture isn’t new to Palestinians’: How Israel learned from colonialism,"A chain of sexual violence that Britain built, France refined and Israel inherited is being used against Palestinians.",https://www.aljazeera.com/features/2026/6/12/torture-isnt-new-to-palestinians-how-israel-learned-from-colonialism?traffic_source=rss,2026-06-12 09:40:26+00:00,2026-06-12 13:18:11.479449+00:00,0.0,0.0,1.0,0.0,neutral,Conflict & War
Al Jazeera,"USA vs Paraguay: World Cup 2026 group match – Trump, schedule, lineups","FIFA World Cup cohosts United States begin their campaign against Paraguay, with Donald Trump's attendance in doubt.",https://www.aljazeera.com/sports/2026/6/12/usa-vs-paraguay-world-cup-2026-group-match-trump-schedule-lineups?traffic_source=rss,2026-06-12 09:39:59+00:00,2026-06-12 13:18:11.479449+00:00,0.0,0.0,1.0,0.0,neutral,Sports
Al Jazeera,Is Israel’s ‘buffer zone’ inside Lebanon an attempt to grab gas reserves?,"Israeli zone extends into Lebanon's maritime territory, raising fears that it could become a long-term 'resource grab'.",https://www.aljazeera.com/features/2026/6/12/is-israels-buffer-zone-inside-lebanon-an-attempt-to-grab-gas-reserves?traffic_source=rss,2026-06-12 09:35:08+00:00,2026-06-12 13:18:11.479449+00:00,0.0,0.0,1.0,0.0,neutral,Conflict & War
Al Jazeera,Video: What Iran’s football fans think about the World Cup,What’s it like supporting your team in a World Cup hosted by a country that’s at war with yours?,https://www.aljazeera.com/video/newsfeed/2026/6/12/video-what-irans-football-fans-think-about-the-world-cup?traffic_source=rss,2026-06-12 09:34:33+00:00,2026-06-12 13:18:11.479449+00:00,0.0,0.0,1.0,0.0,neutral,Sports
Al Jazeera,China arrests US researcher it says is suspected of ‘spying’,Beijing's Foreign Ministry confirms US reports about detention of scholar focusing on politics of neighbouring Myanmar.,https://www.aljazeera.com/news/2026/6/12/china-arrests-us-researcher-it-says-is-suspected-of-spying?traffic_source=rss,2026-06-12 09:18:01+00:00,2026-06-12 13:18:11.479449+00:00,-0.5859,0.0,0.625,0.375,negative,General
Al Jazeera,One in 17 children is working: Here are the industries driving child labour,"On World Day Against Child Labour, Al Jazeera takes a look at the latest numbers on child labour worldwide.",https://www.aljazeera.com/news/2026/6/12/one-in-17-children-is-working-here-are-the-industries-driving-child-labour?traffic_source=rss,2026-06-12 09:01:55+00:00,2026-06-12 13:18:11.479449+00:00,0.0,0.0,1.0,0.0,neutral,General
Al Jazeera,"World Cup 2026 opening day takeaways: Red cards, VAR and hydration breaks","From criticism over water breaks to red cards galore, here's all the buzz from the opening day of the World Cup.",https://www.aljazeera.com/sports/2026/6/12/world-cup-2026-day-1-key-takeaways-var-hydration-breaks-red-cards-son-heung-min-zwane?traffic_source=rss,2026-06-12 08:29:53+00:00,2026-06-12 13:18:11.479449+00:00,0.0,0.0,1.0,0.0,neutral,Sports
Al Jazeera,Air India crash: Grieving families say justice remains elusive a year later,"A lottery visa that turned into a death warrant. A grieving father fighting deportation, as relatives await reparation.",https://www.aljazeera.com/news/2026/6/12/air-india-flight-171-crash-grieving-families-wait-for-justice-a-year-later?traffic_source=rss,2026-06-12 08:10:36+00:00,2026-06-12 13:18:11.479449+00:00,-0.3818,0.185,0.489,0.326,negative,General
Al Jazeera,Three killed as Ukraine and Russia exchange cross-border attacks,"Officials say two people were killed in Russia's Bryansk, while a woman was killed in Ukraine's Sumy.",https://www.aljazeera.com/news/2026/6/12/three-killed-as-ukraine-and-russia-exchange-cross-border-attacks?traffic_source=rss,2026-06-12 07:55:07+00:00,2026-06-12 13:18:11.479449+00:00,-0.8126,0.0,0.486,0.514,negative,Conflict & War
Al Jazeera,US-Iran ceasefire? Not for Indian sailors being killed in Hormuz,"The United States military has struck three vessels in the Strait of Hormuz this week, killing three Indian sailors.",https://www.aljazeera.com/news/2026/6/12/us-iran-ceasefire-not-for-indian-sailors-being-killed-in-hormuz?traffic_source=rss,2026-06-12 07:49:29+00:00,2026-06-12 13:18:11.479449+00:00,-0.6705,0.0,0.667,0.333,negative,Conflict & War
Al Jazeera,Video: US defends visa denials at World Cup,The US has defended visa denials that have prevented officials and fans from travelling to the World Cup.,https://www.aljazeera.com/video/newsfeed/2026/6/12/video-us-defends-visa-denials-at-world-cup?traffic_source=rss,2026-06-12 07:40:33+00:00,2026-06-12 13:18:11.479449+00:00,0.0,0.0,1.0,0.0,neutral,Sports
Al Jazeera,Elon Musk poised to make history as world’s first trillionaire,SpaceX's record-breaking IPO catapults Musk to unprecedented wealth amid rising angst over global inequality.,https://www.aljazeera.com/economy/2026/6/12/elon-musk-poised-to-make-history-as-worlds-first-trillionaire?traffic_source=rss,2026-06-12 07:32:24+00:00,2026-06-12 13:18:11.479449+00:00,0.25,0.182,0.818,0.0,positive,General
Al Jazeera,Protesters clash with police during World Cup opening match,Protesters and police clashed outside Mexico City’s Azteca Stadium just before the FIFA World Cup’s opening match.,https://www.aljazeera.com/video/newsfeed/2026/6/12/protesters-clash-with-police-during-world-cup-opening-match?traffic_source=rss,2026-06-12 07:28:36+00:00,2026-06-12 13:18:11.479449+00:00,-0.2263,0.0,0.808,0.192,negative,Sports
Al Jazeera,Pope Leo’s visit lays bare Spain’s tangled politics of faith and migration,The American pope's message underlines the rift between his Catholicism and that of Spain's far right.,https://www.aljazeera.com/opinions/2026/6/12/pope-leos-visit-lays-bare-spains-tangled-politics-of-faith-and-migration?traffic_source=rss,2026-06-12 07:20:22+00:00,2026-06-12 13:18:11.479449+00:00,0.4215,0.203,0.797,0.0,positive,General
The Hindu,"J&K CM raises concern over 15-day closure of Srinagar airport with Defence, Civil Aviation Ministers",The proposed closure of the airport from October 1 to 16 is scheduled under Phase-3 of the runway resurfacing project; Omar Abdullah underscores importance of uninterrupted air connectivity to the Union Territory during peak autumn tourism season,https://www.thehindu.com/news/national/jampk-cm-raises-concern-over-15-day-closure-of-srinagar-airport-with-defence-civil-aviation-ministers/article71093175.ece,2026-06-12 13:14:22+00:00,2026-06-12 13:18:11.751377+00:00,0.1027,0.091,0.909,0.0,positive,General
The Hindu,"Stricter enforcement measures planned for CRZ violations, industrial pollution: T.N. Environment Minister","He says the government will step up monitoring on biomedical waste management, and a scientific assessment of solid waste generation will be taken up across selected areas to identify waste hotspots and infrastructure gaps",https://www.thehindu.com/news/national/tamil-nadu/stricter-enforcement-measures-planned-for-crz-violations-industrial-pollution-tn-environment-minister/article71093507.ece,2026-06-12 13:14:07+00:00,2026-06-12 13:18:11.751377+00:00,-0.5267,0.0,0.764,0.236,negative,Politics
The Hindu,Tamil Nadu Today: CPI exits DMK-led alliance,"Welcome to the Tamil Nadu Today newsletter, your guide from The Hindu on the major news stories to follow today.",https://www.thehindu.com/news/national/tamil-nadu/tamil-nadu-today-newsletter-cpi-exits-dmk-led-alliance-june-11-2026/article71089518.ece,2026-06-12 13:13:27+00:00,2026-06-12 13:18:11.751377+00:00,0.0,0.0,1.0,0.0,neutral,General
The Hindu,Weaving a livelihood for the visually challenged,"Lit The Light Trust, in association with Voluntary Health Services in Taramani, has launched a livelihood project to support the visually challenged who are adept at wire chair canning",https://www.thehindu.com/news/cities/chennai/weaving-a-livelihood-for-the-visually-challenged/article71093833.ece,2026-06-12 13:13:23+00:00,2026-06-12 13:18:11.751377+00:00,0.1027,0.22,0.61,0.171,positive,General
The Hindu,"Malnad region received ₹22,000 crore under Modi regime: Shivamogga MP",,https://www.thehindu.com/news/national/karnataka/malnad-region-received-22000-crore-under-modi-regime-shivamogga-mp/article71093673.ece,2026-06-12 13:12:53+00:00,2026-06-12 13:18:11.751377+00:00,0.0,0.0,1.0,0.0,neutral,Politics
The Hindu,"Man, two grandchildren killed in a road accident in Ranipet",,https://www.thehindu.com/news/national/tamil-nadu/man-two-grandchildren-killed-in-a-road-accident-in-ranipet/article71092628.ece,2026-06-12 13:12:29+00:00,2026-06-12 13:18:11.751377+00:00,-0.8225,0.0,0.513,0.487,negative,Conflict & War
The Hindu,Free orthopaedic medical camp to be held in Guntur on June 14,,https://www.thehindu.com/news/national/andhra-pradesh/free-orthopaedic-medical-camp-to-be-held-in-guntur-on-june-14/article71092241.ece,2026-06-12 13:11:28+00:00,2026-06-12 13:18:11.751377+00:00,0.5106,0.231,0.769,0.0,positive,Health
The Hindu,CODISSIA seeks special scheme to promote rooftop solar energy among MSMEs,,https://www.thehindu.com/news/cities/Coimbatore/codissia-seeks-special-scheme-to-promote-rooftop-solar-energy-among-msmes/article71093315.ece,2026-06-12 13:09:18+00:00,2026-06-12 13:18:11.751377+00:00,0.7506,0.481,0.519,0.0,positive,General
The Hindu,West Asia War LIVE: Netanyahu says in 'full agreement' with Trump for Iran not to acquire nuclear weapons,"U.S. forces shoot down two Iranian attack drones, an official says; Iran said it had not reached a final decision on a deal with Washington after U.S. President Donald Trump announced a ""great settlement"" to end the war",https://www.thehindu.com/news/international/us-israel-iran-war-live-updates-bandar-abbas-strikes-strait-of-hormuz-mojtaba-khamenei-donald-trump-tehran-deal-june-12-2026/article71092034.ece,2026-06-12 13:07:53+00:00,2026-06-12 13:18:11.751377+00:00,-0.5574,0.128,0.6,0.272,negative,Politics
The Hindu,Tamil Nadu Today: Director Bharathiraja passes away,"Welcome to the Tamil Nadu Today newsletter, your guide from The Hindu on the major news stories to follow today.",https://www.thehindu.com/news/national/tamil-nadu/tamil-nadu-today-newsletter-director-bharathiraja-passes-away-june-10-2026/article71085566.ece,2026-06-12 13:06:37+00:00,2026-06-12 13:18:11.751377+00:00,0.0,0.0,1.0,0.0,neutral,General
The Hindu,Delhi HC refuses to direct reopening of CBSE re-evaluation portal for Class 12 answer sheets,The petition has further sought manual rechecking and physical verification of answer sheets of aggrieved students.,https://www.thehindu.com/news/cities/Delhi/delhi-hc-refuses-to-direct-reopening-of-cbse-re-evaluation-portal-for-class-12-answer-sheets/article71093445.ece,2026-06-12 13:05:49+00:00,2026-06-12 13:18:11.751377+00:00,0.0,0.0,1.0,0.0,neutral,General
The Hindu,Tamil Nadu Today: Vijay launches ‘Singappen Special Force’,"Welcome to the Tamil Nadu Today newsletter, your guide from The Hindu on the major news stories to follow today.",https://www.thehindu.com/news/national/tamil-nadu/tamil-nadu-today-newsletter-vijay-launches-singappen-special-force-june-9-2026/article71081211.ece,2026-06-12 13:04:42+00:00,2026-06-12 13:18:11.751377+00:00,0.4019,0.278,0.722,0.0,positive,General
The Hindu,Karnataka extends free bus pass scheme to its students studying outside State,"With the State Transport Department extending free passes to male students, both boys and girls will now be allowed to travel free of cost on buses operated by KSRTC, KKRTC, NWKRTC and BMTC.",https://www.thehindu.com/news/national/karnataka/karnataka-extends-free-bus-pass-scheme-to-its-students-studying-outside-state/article71093405.ece,2026-06-12 13:02:58+00:00,2026-06-12 13:18:11.751377+00:00,0.5859,0.324,0.676,0.0,positive,General
The Hindu,Tamil Nadu Today: CM Vijay plays chess with Praggnanandhaa,"Welcome to the Tamil Nadu Today newsletter, your guide from The Hindu on the major news stories to follow today.",https://www.thehindu.com/news/national/tamil-nadu/tamil-nadu-today-newsletter-cm-vijay-plays-chess-with-praggnanandhaa-june-8-2026/article71076563.ece,2026-06-12 13:00:53+00:00,2026-06-12 13:18:11.751377+00:00,0.25,0.2,0.8,0.0,positive,General
The Hindu,Nipah scare in Kerala: Animal Husbandry dept. opens control room for fast intervention,Animal Husbandry department has directed livestock owners to immediately inform veterinary authorities if domesticated animals exhibit unusual symptoms or if sudden deaths occur. Control room number is 04952-762050,https://www.thehindu.com/news/national/kerala/nipah-scare-in-kerala-animal-husbandry-dept-opens-control-room-for-fast-intervention/article71093423.ece,2026-06-12 12:57:46+00:00,2026-06-12 13:18:11.751377+00:00,-0.4939,0.0,0.789,0.211,negative,General
The Hindu,Tamil Nadu Today: Annamalai launches political movement eyeing electoral contest,"Welcome to the Tamil Nadu Today newsletter, your guide from The Hindu on the major news stories to follow today.",https://www.thehindu.com/news/national/tamil-nadu/tamil-nadu-today-newsletter-annamalai-launches-political-movement-eyeing-electoral-contest-june-5-2026/article71065496.ece,2026-06-12 12:57:30+00:00,2026-06-12 13:18:11.751377+00:00,0.0,0.0,1.0,0.0,neutral,General
The Hindu,Rahul Gandhi attacks PM over deaths of Indian seafarers in U.S. strikes,"When any foreign power ‘murders an Indian’, Prime Minister Narendra Modi has to speak up but he can never utter even one word, says the Leader of Opposition in Lok Sabha",https://www.thehindu.com/news/national/rahul-gandhi-attacks-pm-over-deaths-of-indian-seafarers-in-us-strikes/article71093520.ece,2026-06-12 12:55:43+00:00,2026-06-12 13:18:11.751377+00:00,-0.6597,0.0,0.649,0.351,negative,General
The Hindu,Govt. college guest lecturers fear job loss as admissions dwindle,,https://www.thehindu.com/news/cities/Tiruchirapalli/govt-college-guest-lecturers-fear-job-loss-as-admissions-dwindle/article71093711.ece,2026-06-12 12:55:32+00:00,2026-06-12 13:18:11.751377+00:00,-0.6705,0.0,0.593,0.407,negative,General
The Hindu,Tamil Nadu Today: DMK to boycott INDIA bloc meeting,"Welcome to the Tamil Nadu Today newsletter, your guide from The Hindu on the major news stories to follow today.",https://www.thehindu.com/news/national/tamil-nadu/tamil-nadu-today-newsletter-dmk-to-boycott-india-bloc-meeting-june-4-2026/article71061443.ece,2026-06-12 12:55:25+00:00,2026-06-12 13:18:11.751377+00:00,-0.3182,0.0,0.777,0.223,negative,General
The Hindu,"Top news of the day: India summons U.S. Deputy Chief of Mission again after another attack on a merchant ship with Indian crew; Supreme Court dismisses Meenakshi Natarajan’s plea against rejection of Rajya Sabha candidature, and more",The major news headlines of the day and more.,https://www.thehindu.com/news/top-news-of-the-dayjune-12-2026/article71093556.ece,2026-06-12 12:55:23+00:00,2026-06-12 13:18:11.751377+00:00,-0.296,0.12,0.733,0.147,negative,Conflict & War
The Hindu,Bengaluru space startups among three selected for funding under Technology Adoption Fund,"The Technology Adoption Fund is designed to support Indian industry in absorbing, adapting, and commercialising advanced space technologies, thereby bridging the gap between research and operational deployment",https://www.thehindu.com/news/cities/bangalore/bengaluru-space-startups-among-three-selected-for-funding-under-technology-adoption-fund/article71092872.ece,2026-06-12 12:54:56+00:00,2026-06-12 13:18:11.751377+00:00,0.0,0.0,1.0,0.0,neutral,Science & Environment
The Hindu,Tamil Nadu Today: Annamalai quits BJP to start new political movement,"Welcome to the Tamil Nadu Today newsletter, your guide from The Hindu on the major news stories to follow today.",https://www.thehindu.com/news/national/tamil-nadu/tamil-nadu-today-newsletter-annamalai-quits-bjp-to-start-new-political-movement-june-3-2026/article71057562.ece,2026-06-12 12:53:31+00:00,2026-06-12 13:18:11.751377+00:00,0.0,0.0,1.0,0.0,neutral,General
The Hindu,Tamil Nadu Today: CM Vijay holds thanksgiving meeting in Tiruchi,"Welcome to the Tamil Nadu Today newsletter, your guide from The Hindu on the major news stories to follow today.",https://www.thehindu.com/news/national/tamil-nadu/tamil-nadu-today-newsletter-cm-vijay-holds-thanksgiving-meeting-in-tiruchi-june-1-2026/article71048708.ece,2026-06-12 12:51:22+00:00,2026-06-12 13:18:11.751377+00:00,0.0,0.0,1.0,0.0,neutral,General
The Hindu,Hoax bomb threat at Erode court complex,Court proceedings were temporarily suspended and access to the complex was restricted during the search,https://www.thehindu.com/news/cities/Coimbatore/hoax-bomb-threat-at-erode-court-complex/article71093154.ece,2026-06-12 12:51:22+00:00,2026-06-12 13:18:11.751377+00:00,-0.8271,0.0,0.315,0.685,negative,Crime & Justice
The Hindu,"Businesses along Bengaluru-Mysuru highway fear impact of proposed decentralised tolling system, new entry/exit points","Under proposed model, motorists will be charged based on actual distance travelled",https://www.thehindu.com/news/national/karnataka/businesses-along-bengaluru-mysuru-highway-fear-impact-of-proposed-decentralised-tolling-system-new-entryexit-points/article71080936.ece,2026-06-12 12:50:40+00:00,2026-06-12 13:18:11.751377+00:00,-0.4939,0.0,0.802,0.198,negative,General
The Hindu,"India sends measles vaccines, medical supplies to Maldives amid rising cases","India has dispatched a consignment of 20,000 doses of measles vaccines and approximately 3 tonnes of medical supplies to support the Maldives, the Ministry of External Affairs said",https://www.thehindu.com/news/national/india-sends-measles-vaccines-medical-supplies-to-maldives-amid-rising-cases/article71093204.ece,2026-06-12 12:49:36+00:00,2026-06-12 13:18:11.751377+00:00,0.0,0.0,1.0,0.0,neutral,Health
